date,unrate,unrate_men,unrate_women,unrate_16_to_17,unrate_18_to_19,unrate_20_to_24,unrate_25_to_34,unrate_35_to_44,unrate_45_to_54,unrate_55_over,year,month,unrate_change,shock
1988-04-01,5.3,5.3,5.3,18.4,13.0,8.6,5.1,3.9,3.3,3.1,1988,4,-0.6000000000000005,0
1988-05-01,5.4,5.4,5.5,16.4,15.0,9.3,5.1,3.9,3.1,3.3,1988,5,0.10000000000000053,0
1988-06-01,5.5,5.3,5.8,20.6,13.9,8.8,5.4,3.5,3.0,2.7,1988,6,0.09999999999999964,0
1988-07-01,5.5,5.1,6.0,16.9,12.8,8.4,5.2,3.9,3.4,2.9,1988,7,0.0,0
1988-08-01,5.4,5.0,5.8,14.8,11.8,7.9,5.6,4.0,3.3,2.9,1988,8,-0.09999999999999964,0
1988-09-01,5.2,4.8,5.8,18.8,13.6,8.0,5.3,3.6,3.4,2.8,1988,9,-0.20000000000000018,0
1988-10-01,5.0,4.9,5.3,16.7,13.8,8.0,5.1,3.6,3.1,2.6,1988,10,-0.20000000000000018,0
1988-11-01,5.2,5.2,5.1,16.2,12.3,8.3,5.3,3.6,3.6,2.8,1988,11,0.20000000000000018,0
1988-12-01,5.0,5.3,4.7,15.0,12.6,7.9,4.9,3.7,3.5,3.0,1988,12,-0.20000000000000018,0
1989-01-01,6.0,6.4,5.5,18.6,16.4,10.3,5.6,4.2,4.2,3.3,1989,1,1.0,0
1989-02-01,5.6,6.1,5.2,18.9,13.9,9.0,5.6,4.2,3.6,3.4,1989,2,-0.40000000000000036,0
1989-03-01,5.2,5.4,5.0,15.8,13.1,8.1,5.3,3.9,3.5,2.9,1989,3,-0.39999999999999947,0
1989-04-01,5.1,5.2,4.9,15.4,12.7,8.3,5.1,3.8,3.2,2.9,1989,4,-0.10000000000000053,0
1989-05-01,5.0,4.8,5.2,15.8,14.8,8.2,5.2,3.3,2.7,2.9,1989,5,-0.09999999999999964,0
1989-06-01,5.5,5.0,6.0,22.2,15.3,9.2,5.0,3.2,2.8,3.0,1989,6,0.5,0
1989-07-01,5.3,4.8,6.0,17.1,12.2,8.4,5.2,3.7,3.0,3.0,1989,7,-0.20000000000000018,0
1989-08-01,5.1,4.6,5.7,14.4,10.8,8.2,5.0,3.8,3.0,2.9,1989,8,-0.20000000000000018,0
1989-09-01,5.1,4.8,5.5,16.0,15.0,8.4,5.1,3.8,2.8,2.9,1989,9,0.0,0
1989-10-01,5.0,4.8,5.3,16.1,13.9,8.3,4.9,3.6,3.1,2.9,1989,10,-0.09999999999999964,0
1989-11-01,5.2,5.2,5.2,18.2,13.7,8.7,4.8,3.8,3.3,3.3,1989,11,0.20000000000000018,0
1989-12-01,5.1,5.3,4.9,16.6,12.5,8.1,5.0,3.8,3.3,3.3,1989,12,-0.10000000000000053,0
1990-01-01,6.0,6.4,5.5,15.2,15.5,9.7,5.9,4.4,4.1,3.8,1990,1,0.9000000000000004,0
1990-02-01,5.9,6.1,5.5,18.2,14.3,9.2,6.1,4.1,3.7,3.8,1990,2,-0.09999999999999964,0
1990-03-01,5.5,5.8,5.1,16.9,13.2,8.6,5.6,4.0,3.4,3.5,1990,3,-0.40000000000000036,0
1990-04-01,5.3,5.5,5.0,17.2,12.1,9.1,5.2,3.9,3.3,3.2,1990,4,-0.20000000000000018,0
1990-05-01,5.2,5.2,5.2,19.5,13.5,8.7,5.1,3.5,3.2,2.9,1990,5,-0.09999999999999964,0
1990-06-01,5.4,5.3,5.5,21.6,14.4,8.6,4.9,3.8,3.1,2.6,1990,6,0.20000000000000018,0
1990-07-01,5.6,5.3,5.9,17.1,13.9,8.1,5.5,4.2,3.1,3.0,1990,7,0.1999999999999993,0
1990-08-01,5.5,5.2,5.9,15.5,12.6,8.3,5.6,4.2,3.4,3.2,1990,8,-0.09999999999999964,0
1990-09-01,5.6,5.3,5.9,17.3,15.4,9.3,5.5,4.2,3.3,3.1,1990,9,0.09999999999999964,0
1990-10-01,5.5,5.4,5.6,18.3,15.0,9.0,5.3,3.9,3.5,3.4,1990,10,-0.09999999999999964,0
1990-11-01,5.9,6.1,5.6,19.7,15.2,8.9,5.7,4.6,4.2,3.3,1990,11,0.40000000000000036,0
1990-12-01,6.0,6.4,5.4,18.2,14.3,8.6,6.2,4.8,4.4,3.2,1990,12,0.09999999999999964,0
1991-01-01,7.1,7.6,6.3,20.6,18.8,10.8,7.2,5.5,4.8,3.9,1991,1,1.0999999999999996,1
1991-02-01,7.3,8.1,6.3,18.2,18.5,11.5,7.6,5.6,5.1,4.4,1991,2,0.20000000000000018,0
1991-03-01,7.2,8.0,6.2,21.3,17.7,10.6,7.4,5.7,4.9,4.4,1991,3,-0.09999999999999964,0
1991-04-01,6.5,7.1,5.8,21.1,15.1,10.0,6.7,5.4,4.2,3.8,1991,4,-0.7000000000000002,0
1991-05-01,6.7,7.0,6.4,20.5,19.2,11.2,6.5,4.9,4.3,3.9,1991,5,0.20000000000000018,0
1991-06-01,7.0,7.1,6.9,24.8,18.6,11.5,6.6,5.0,4.2,3.9,1991,6,0.2999999999999998,0
1991-07-01,6.8,6.9,6.8,21.6,16.8,10.7,6.6,4.9,4.3,3.8,1991,7,-0.20000000000000018,0
1991-08-01,6.6,6.5,6.8,18.1,14.1,10.0,6.8,5.2,4.5,4.0,1991,8,-0.20000000000000018,0
1991-09-01,6.5,6.5,6.5,19.8,17.7,10.8,6.7,4.8,4.5,3.6,1991,9,-0.09999999999999964,0
1991-10-01,6.5,6.5,6.5,21.5,17.3,10.8,6.6,4.7,4.4,3.5,1991,10,0.0,0
1991-11-01,6.7,7.0,6.4,21.7,17.1,10.7,6.8,5.1,4.5,3.9,1991,11,0.20000000000000018,0
1991-12-01,6.9,7.4,6.3,22.3,16.0,11.1,7.2,5.2,4.8,4.2,1991,12,0.20000000000000018,0
1992-01-01,8.1,9.1,6.9,22.3,18.5,12.7,8.5,6.3,5.7,4.8,1992,1,1.1999999999999993,1
1992-02-01,8.2,9.3,7.0,23.0,20.4,12.5,8.4,6.6,5.9,5.1,1992,2,0.09999999999999964,0
1992-03-01,7.8,8.7,6.7,24.3,19.7,11.2,8.1,6.2,5.7,4.8,1992,3,-0.39999999999999947,0
1992-04-01,7.2,7.8,6.5,22.7,15.4,10.9,7.6,5.6,5.1,4.7,1992,4,-0.5999999999999996,0
1992-05-01,7.3,7.8,6.8,24.5,18.8,11.9,7.3,5.4,5.1,4.8,1992,5,0.09999999999999964,0
1992-06-01,8.0,8.2,7.7,30.1,21.7,11.8,7.6,5.6,5.0,5.0,1992,6,0.7000000000000002,0
1992-07-01,7.7,7.6,7.8,22.5,18.1,11.3,7.5,5.8,5.2,5.3,1992,7,-0.2999999999999998,0
1992-08-01,7.4,7.3,7.6,17.6,15.7,10.8,7.6,5.9,5.2,5.2,1992,8,-0.2999999999999998,0
1992-09-01,7.3,7.2,7.4,23.3,19.4,11.3,7.3,5.5,4.9,4.6,1992,9,-0.10000000000000053,0
1992-10-01,6.9,7.0,6.7,21.6,16.2,10.5,7.2,5.4,4.5,4.6,1992,10,-0.39999999999999947,0
1992-11-01,7.1,7.4,6.7,25.0,17.6,10.7,7.3,5.5,4.6,4.4,1992,11,0.1999999999999993,0
1992-12-01,7.1,7.5,6.6,20.4,16.3,10.7,7.2,6.0,4.8,4.2,1992,12,0.0,0
1993-01-01,8.0,8.6,7.3,24.8,18.1,12.5,8.2,6.5,5.6,4.9,1993,1,0.9000000000000004,0
1993-02-01,7.8,8.6,6.9,22.0,20.4,12.3,8.0,6.3,5.4,4.9,1993,2,-0.20000000000000018,0
1993-03-01,7.4,8.3,6.3,25.6,17.5,10.7,7.6,5.9,5.5,4.5,1993,3,-0.39999999999999947,0
1993-04-01,6.9,7.4,6.3,23.2,17.6,10.4,6.8,5.5,5.2,4.1,1993,4,-0.5,0
1993-05-01,6.8,7.1,6.5,21.9,20.0,11.7,6.4,5.1,4.7,4.1,1993,5,-0.10000000000000053,0
1993-06-01,7.2,7.3,7.1,28.0,18.8,10.8,6.9,5.3,4.8,4.1,1993,6,0.40000000000000036,0
1993-07-01,7.0,7.0,7.0,20.1,16.7,10.4,6.9,5.3,5.0,4.3,1993,7,-0.20000000000000018,0
1993-08-01,6.6,6.5,6.8,15.9,14.6,10.0,6.6,5.3,4.9,4.4,1993,8,-0.40000000000000036,0
1993-09-01,6.4,6.3,6.6,17.8,17.7,9.8,6.5,4.9,4.6,4.5,1993,9,-0.1999999999999993,0
1993-10-01,6.4,6.3,6.5,20.7,17.5,9.4,6.2,5.3,4.3,4.3,1993,10,0.0,0
1993-11-01,6.2,6.3,6.2,21.4,16.1,9.5,6.1,5.3,3.9,3.9,1993,11,-0.20000000000000018,0
1993-12-01,6.1,6.4,5.8,16.4,15.4,9.0,6.4,5.3,4.1,4.0,1993,12,-0.10000000000000053,0
1994-01-01,7.3,7.9,6.7,21.8,17.2,12.2,7.4,5.9,4.6,5.0,1994,1,1.2000000000000002,1
1994-02-01,7.1,7.8,6.4,21.6,17.3,11.1,7.5,5.5,4.8,4.8,1994,2,-0.20000000000000018,0
1994-03-01,6.8,7.2,6.4,21.2,17.2,10.7,7.0,5.5,4.3,4.8,1994,3,-0.2999999999999998,0
1994-04-01,6.2,6.5,5.9,24.9,15.7,9.6,6.4,4.5,4.0,4.1,1994,4,-0.5999999999999996,0
1994-05-01,5.9,5.9,5.8,21.0,17.6,9.9,5.5,4.0,3.9,4.0,1994,5,-0.2999999999999998,0
1994-06-01,6.2,6.0,6.5,24.9,16.7,9.7,5.6,4.4,4.2,3.8,1994,6,0.2999999999999998,0
1994-07-01,6.2,6.1,6.4,20.3,15.2,9.7,5.8,4.5,4.2,4.2,1994,7,0.0,0
1994-08-01,5.9,5.6,6.3,16.3,13.0,9.6,5.7,4.6,4.0,4.4,1994,8,-0.2999999999999998,0
1994-09-01,5.6,5.3,6.0,17.6,16.5,9.3,5.4,4.5,3.6,3.6,1994,9,-0.3000000000000007,0
1994-10-01,5.4,5.3,5.6,16.9,17.2,8.3,5.4,4.0,3.6,3.7,1994,10,-0.1999999999999993,0
1994-11-01,5.3,5.2,5.4,17.6,13.4,8.7,5.2,4.0,3.6,3.7,1994,11,-0.10000000000000053,0
1994-12-01,5.1,5.3,4.8,15.3,15.4,7.7,5.2,4.0,3.3,3.2,1994,12,-0.20000000000000018,0
1995-01-01,6.2,6.6,5.8,20.4,15.1,9.7,6.6,4.9,3.7,4.3,1995,1,1.1000000000000005,1
1995-02-01,5.9,6.2,5.5,20.6,16.7,9.2,5.8,4.6,3.7,3.8,1995,2,-0.2999999999999998,0
1995-03-01,5.7,5.9,5.4,21.1,13.5,9.4,5.5,4.5,3.8,3.7,1995,3,-0.20000000000000018,0
1995-04-01,5.6,5.7,5.5,21.8,15.0,8.4,5.6,4.5,3.5,3.6,1995,4,-0.10000000000000053,0
1995-05-01,5.5,5.6,5.3,22.1,16.0,8.8,5.1,4.2,3.0,3.7,1995,5,-0.09999999999999964,0
1995-06-01,5.8,5.5,6.1,23.3,16.4,9.2,5.3,4.1,3.2,3.6,1995,6,0.2999999999999998,0
1995-07-01,5.9,5.5,6.3,21.0,15.2,9.3,5.3,4.4,3.4,3.9,1995,7,0.10000000000000053,0
1995-08-01,5.6,5.3,6.0,17.3,12.7,9.6,5.2,4.4,3.4,4.1,1995,8,-0.3000000000000007,0
1995-09-01,5.4,5.1,5.8,18.1,16.4,10.0,5.3,4.0,3.0,3.5,1995,9,-0.1999999999999993,0
1995-10-01,5.2,4.9,5.5,19.0,15.6,8.8,4.8,4.2,3.0,3.3,1995,10,-0.20000000000000018,0
1995-11-01,5.3,5.3,5.2,19.7,15.5,8.3,5.1,4.1,3.3,3.7,1995,11,0.09999999999999964,0
1995-12-01,5.2,5.5,4.9,17.7,15.7,8.3,5.1,4.2,3.3,3.1,1995,12,-0.09999999999999964,0
1996-01-01,6.3,6.5,6.0,21.2,17.1,11.1,6.2,4.8,4.1,4.0,1996,1,1.0999999999999996,1
1996-02-01,6.0,6.4,5.5,20.6,15.8,10.6,6.0,4.5,3.7,3.8,1996,2,-0.2999999999999998,0
1996-03-01,5.8,6.3,5.3,20.5,15.5,9.8,5.7,4.5,3.6,3.9,1996,3,-0.20000000000000018,0
1996-04-01,5.4,5.6,5.1,20.4,14.9,8.6,5.2,4.2,3.6,3.2,1996,4,-0.39999999999999947,0
1996-05-01,5.4,5.4,5.4,20.8,15.3,9.8,5.1,3.7,3.4,3.5,1996,5,0.0,0
1996-06-01,5.5,5.3,5.7,23.3,14.9,9.3,4.9,3.7,3.3,3.4,1996,6,0.09999999999999964,0
1996-07-01,5.6,5.4,5.9,20.0,14.1,9.7,5.3,4.1,3.1,3.9,1996,7,0.09999999999999964,0
1996-08-01,5.1,4.6,5.7,15.9,13.1,8.4,4.8,4.1,3.1,3.4,1996,8,-0.5,0
1996-09-01,5.0,4.7,5.3,15.0,15.2,9.0,4.8,3.9,3.0,3.1,1996,9,-0.09999999999999964,0
1996-10-01,4.9,4.6,5.2,16.3,15.6,8.2,4.6,3.8,3.0,2.9,1996,10,-0.09999999999999964,0
1996-11-01,5.0,4.9,5.2,15.7,17.0,8.6,4.8,4.1,3.1,2.9,1996,11,0.09999999999999964,0
1996-12-01,5.0,4.9,5.0,16.7,14.2,8.1,4.8,4.0,3.3,3.0,1996,12,0.0,0
1997-01-01,5.9,6.2,5.6,18.5,17.5,10.5,5.6,4.9,3.8,3.4,1997,1,0.9000000000000004,0
1997-02-01,5.7,5.9,5.5,20.5,16.5,9.5,5.7,4.6,3.5,3.2,1997,2,-0.20000000000000018,0
1997-03-01,5.5,5.7,5.2,20.5,14.4,9.3,5.3,4.4,3.3,3.5,1997,3,-0.20000000000000018,0
1997-04-01,4.8,5.0,4.6,19.9,12.8,8.4,4.7,3.8,3.0,2.8,1997,4,-0.7000000000000002,0
1997-05-01,4.7,4.4,5.1,19.8,14.4,8.4,4.4,3.4,2.8,2.9,1997,5,-0.09999999999999964,0
1997-06-01,5.2,5.0,5.4,22.0,16.8,8.5,4.6,3.5,3.0,3.0,1997,6,0.5,0
1997-07-01,5.0,4.7,5.4,18.5,15.1,7.9,4.8,3.5,3.0,3.2,1997,7,-0.20000000000000018,0
1997-08-01,4.8,4.4,5.3,14.7,13.2,8.0,4.7,3.7,2.8,3.3,1997,8,-0.20000000000000018,0
1997-09-01,4.7,4.3,5.1,16.8,15.1,8.2,4.5,3.5,2.9,3.0,1997,9,-0.09999999999999964,0
1997-10-01,4.4,4.3,4.5,15.4,14.3,7.9,4.1,3.4,2.6,2.6,1997,10,-0.2999999999999998,0
1997-11-01,4.3,4.2,4.4,16.3,13.4,7.9,4.0,3.2,2.6,2.7,1997,11,-0.10000000000000053,0
1997-12-01,4.4,4.5,4.2,15.2,10.6,7.7,4.0,3.7,2.9,2.5,1997,12,0.10000000000000053,0
1998-01-01,5.2,5.3,5.0,18.0,12.7,10.0,4.8,4.3,3.3,3.0,1998,1,0.7999999999999998,0
1998-02-01,5.0,5.1,4.8,19.4,12.4,9.2,4.8,3.7,3.4,2.8,1998,2,-0.20000000000000018,0
1998-03-01,5.0,5.2,4.8,18.1,13.2,8.5,5.0,3.8,3.1,3.1,1998,3,0.0,0
1998-04-01,4.1,4.1,4.2,16.4,10.6,7.1,3.9,3.3,2.8,2.5,1998,4,-0.9000000000000004,0
1998-05-01,4.2,4.1,4.4,17.2,13.6,7.7,3.9,3.1,2.3,2.4,1998,5,0.10000000000000053,0
1998-06-01,4.7,4.4,5.0,22.5,13.5,8.2,4.2,3.2,2.6,2.5,1998,6,0.5,0
1998-07-01,4.7,4.5,4.9,16.5,13.0,8.3,4.4,3.2,2.9,3.0,1998,7,0.0,0
1998-08-01,4.5,4.0,5.0,14.1,12.0,8.4,4.2,3.3,2.7,2.8,1998,8,-0.20000000000000018,0
1998-09-01,4.4,4.2,4.6,15.3,14.5,8.3,4.3,3.0,2.5,2.6,1998,9,-0.09999999999999964,0
1998-10-01,4.2,4.0,4.5,16.8,14.4,6.7,4.4,3.0,2.4,2.4,1998,10,-0.20000000000000018,0
1998-11-01,4.1,3.9,4.4,16.8,13.2,6.3,3.9,3.1,2.5,2.9,1998,11,-0.10000000000000053,0
1998-12-01,4.0,4.2,3.8,14.5,10.9,6.5,3.9,3.2,2.6,2.7,1998,12,-0.09999999999999964,0
1999-01-01,4.8,4.9,4.6,19.3,14.2,7.9,4.6,3.5,3.1,3.2,1999,1,0.7999999999999998,0
1999-02-01,4.7,4.9,4.5,16.4,13.6,8.5,4.7,3.5,3.1,3.0,1999,2,-0.09999999999999964,0
1999-03-01,4.4,4.4,4.5,17.8,12.5,7.7,4.3,3.1,2.7,3.1,1999,3,-0.2999999999999998,0
1999-04-01,4.1,4.0,4.2,17.6,10.8,7.0,3.9,3.1,2.6,2.7,1999,4,-0.3000000000000007,0
1999-05-01,4.0,3.9,4.0,16.6,11.1,7.5,3.6,3.0,2.2,2.5,1999,5,-0.09999999999999964,0
1999-06-01,4.5,4.2,4.8,21.1,12.8,7.8,3.9,3.1,2.3,3.0,1999,6,0.5,0
1999-07-01,4.5,4.1,4.9,15.5,11.7,7.9,4.2,3.0,2.6,3.2,1999,7,0.0,0
1999-08-01,4.2,3.8,4.6,12.9,10.8,7.4,3.9,3.3,2.5,2.8,1999,8,-0.2999999999999998,0
1999-09-01,4.1,3.8,4.4,13.9,15.1,7.3,3.8,3.0,2.4,2.5,1999,9,-0.10000000000000053,0
1999-10-01,3.8,3.8,4.0,14.4,13.0,7.1,3.7,2.7,2.3,2.4,1999,10,-0.2999999999999998,0
1999-11-01,3.8,3.7,4.0,15.8,12.5,7.0,3.6,2.6,2.4,2.5,1999,11,0.0,0
1999-12-01,3.7,3.9,3.5,14.3,10.7,6.7,3.4,2.7,2.6,2.4,1999,12,-0.09999999999999964,0
2000-01-01,4.5,4.6,4.3,15.0,12.5,8.2,4.1,3.4,3.1,3.0,2000,1,0.7999999999999998,0
2000-02-01,4.4,4.7,4.2,16.6,13.2,8.3,4.0,3.4,2.7,3.1,2000,2,-0.09999999999999964,0
2000-03-01,4.3,4.3,4.3,16.2,12.0,7.9,4.0,3.5,2.3,3.0,2000,3,-0.10000000000000053,0
2000-04-01,3.7,3.7,3.7,15.5,9.7,6.7,3.4,3.0,2.1,2.2,2000,4,-0.5999999999999996,0
2000-05-01,3.8,3.6,4.1,16.4,10.3,8.1,3.6,2.8,2.1,2.2,2000,5,0.09999999999999964,0
2000-06-01,4.1,3.9,4.5,18.3,11.8,7.7,3.5,3.0,2.4,2.2,2000,6,0.2999999999999998,0
2000-07-01,4.2,3.8,4.6,16.2,11.5,7.1,3.9,3.0,2.5,2.6,2000,7,0.10000000000000053,0
2000-08-01,4.1,3.6,4.6,13.8,11.5,6.5,3.8,3.2,2.7,2.7,2000,8,-0.10000000000000053,0
2000-09-01,3.8,3.5,4.1,13.6,12.3,6.4,3.5,2.8,2.4,2.6,2000,9,-0.2999999999999998,0
2000-10-01,3.6,3.5,3.7,13.3,11.8,6.3,3.4,2.6,2.3,2.5,2000,10,-0.19999999999999973,0
2000-11-01,3.7,3.7,3.8,15.0,11.8,6.3,3.4,2.8,2.3,2.8,2000,11,0.10000000000000009,0
2000-12-01,3.7,4.0,3.4,14.0,10.4,6.4,3.5,2.8,2.4,2.3,2000,12,0.0,0
2001-01-01,4.7,5.0,4.3,18.1,12.4,8.0,4.7,3.5,3.1,3.1,2001,1,1.0,0
2001-02-01,4.6,4.9,4.2,18.3,11.9,8.1,4.3,3.4,3.2,3.0,2001,2,-0.10000000000000053,0
2001-03-01,4.5,4.8,4.2,17.0,12.3,8.2,4.3,3.5,3.0,3.0,2001,3,-0.09999999999999964,0
2001-04-01,4.2,4.4,4.0,17.4,10.8,7.6,4.2,3.0,2.9,2.6,2001,4,-0.2999999999999998,0
2001-05-01,4.1,4.2,4.1,16.0,11.5,8.2,4.0,3.1,2.6,2.3,2001,5,-0.10000000000000053,0
2001-06-01,4.7,4.7,4.8,20.8,14.0,8.4,4.4,3.3,2.7,2.6,2001,6,0.6000000000000005,0
2001-07-01,4.7,4.5,5.0,18.4,11.9,7.9,4.3,3.6,3.0,3.0,2001,7,0.0,0
2001-08-01,4.9,4.6,5.2,15.4,13.1,8.8,4.8,3.7,3.3,3.1,2001,8,0.20000000000000018,0
2001-09-01,4.7,4.5,5.0,14.0,15.3,8.2,4.5,3.8,3.0,3.2,2001,9,-0.20000000000000018,0
2001-10-01,5.0,5.0,5.0,15.4,15.3,8.7,4.8,3.9,3.4,3.2,2001,10,0.2999999999999998,0
2001-11-01,5.3,5.4,5.1,16.8,15.4,8.7,5.4,4.3,3.4,3.4,2001,11,0.2999999999999998,0
2001-12-01,5.4,5.7,5.1,17.4,13.7,8.9,5.8,4.3,3.5,3.8,2001,12,0.10000000000000053,0
2002-01-01,6.3,6.8,5.7,18.9,16.3,10.7,6.7,5.2,4.4,4.0,2002,1,0.8999999999999995,0
2002-02-01,6.1,6.6,5.6,18.2,15.8,10.5,6.3,4.8,4.4,4.2,2002,2,-0.20000000000000018,0
2002-03-01,6.1,6.6,5.5,19.3,15.3,10.9,6.2,4.9,4.1,3.9,2002,3,0.0,0
2002-04-01,5.7,5.9,5.5,20.3,13.6,9.4,6.0,4.6,4.1,3.8,2002,4,-0.39999999999999947,0
2002-05-01,5.5,5.5,5.5,21.2,13.8,9.2,5.6,4.3,3.9,3.6,2002,5,-0.20000000000000018,0
2002-06-01,6.0,6.0,6.1,24.4,16.3,9.5,5.8,4.1,4.3,3.9,2002,6,0.5,0
2002-07-01,5.9,5.7,6.2,20.1,15.1,9.5,5.7,4.5,4.3,3.8,2002,7,-0.09999999999999964,0
2002-08-01,5.7,5.5,5.9,16.5,14.8,9.4,5.9,4.3,3.9,4.0,2002,8,-0.20000000000000018,0
2002-09-01,5.4,5.3,5.4,16.7,15.2,9.2,5.4,4.3,3.6,3.7,2002,9,-0.2999999999999998,0
2002-10-01,5.3,5.3,5.4,13.7,14.9,9.6,5.2,4.5,3.6,3.6,2002,10,-0.10000000000000053,0
2002-11-01,5.6,5.9,5.4,18.8,16.0,9.1,5.7,4.8,3.8,3.6,2002,11,0.2999999999999998,0
2002-12-01,5.7,6.2,5.1,15.7,14.4,9.0,6.0,4.6,4.0,4.2,2002,12,0.10000000000000053,0
2003-01-01,6.5,7.2,5.6,18.7,17.2,10.4,6.9,5.2,4.5,4.7,2003,1,0.7999999999999998,0
2003-02-01,6.4,7.0,5.6,19.2,17.1,10.2,6.3,5.7,4.5,4.2,2003,2,-0.09999999999999964,0
2003-03-01,6.2,6.7,5.6,17.9,17.9,9.6,6.2,5.3,4.7,4.2,2003,3,-0.20000000000000018,0
2003-04-01,5.8,6.3,5.3,19.5,15.7,9.6,5.8,4.8,4.2,4.0,2003,4,-0.40000000000000036,0
2003-05-01,5.8,6.1,5.5,19.3,17.2,10.6,5.7,4.7,3.7,4.0,2003,5,0.0,0
2003-06-01,6.5,6.7,6.4,26.7,19.0,10.7,6.3,5.1,3.8,4.3,2003,6,0.7000000000000002,0
2003-07-01,6.3,6.3,6.3,21.5,16.5,10.2,6.1,5.1,4.1,4.3,2003,7,-0.20000000000000018,0
2003-08-01,6.0,5.9,6.2,16.1,14.6,10.2,6.2,4.9,4.1,4.3,2003,8,-0.2999999999999998,0
2003-09-01,5.8,5.8,5.8,16.6,17.3,10.4,5.9,4.6,3.9,3.8,2003,9,-0.20000000000000018,0
2003-10-01,5.6,5.6,5.5,17.9,15.3,9.5,5.8,4.7,3.7,3.5,2003,10,-0.20000000000000018,0
2003-11-01,5.6,6.0,5.2,16.4,15.0,9.8,5.8,4.7,3.8,3.8,2003,11,0.0,0
2003-12-01,5.4,5.8,5.0,16.2,13.1,8.8,5.8,4.6,3.8,3.8,2003,12,-0.1999999999999993,0
2004-01-01,6.3,6.7,5.8,18.4,16.9,10.7,6.6,5.0,4.5,4.1,2004,1,0.8999999999999995,0
2004-02-01,6.0,6.4,5.5,17.9,16.6,10.1,6.2,4.9,4.3,4.1,2004,2,-0.2999999999999998,0
2004-03-01,6.0,6.4,5.6,20.4,14.7,10.1,6.2,5.2,4.3,4.0,2004,3,0.0,0
2004-04-01,5.4,5.6,5.1,21.1,13.3,8.7,5.4,4.3,4.0,3.6,2004,4,-0.5999999999999996,0
2004-05-01,5.3,5.5,5.1,22.7,14.2,9.9,5.2,3.9,3.6,3.6,2004,5,-0.10000000000000053,0
2004-06-01,5.8,5.6,6.0,26.7,15.5,10.1,5.1,4.4,3.8,3.9,2004,6,0.5,0
2004-07-01,5.7,5.4,6.1,21.8,15.8,9.1,5.6,4.4,3.8,3.7,2004,7,-0.09999999999999964,0
2004-08-01,5.4,5.2,5.6,18.0,13.9,8.9,5.3,4.3,3.6,3.8,2004,8,-0.2999999999999998,0
2004-09-01,5.1,5.0,5.2,16.8,15.7,9.5,4.9,4.2,3.3,3.5,2004,9,-0.3000000000000007,0
2004-10-01,5.1,5.1,5.1,18.3,15.2,9.4,5.1,3.9,3.3,3.5,2004,10,0.0,0
2004-11-01,5.2,5.3,5.0,20.2,13.7,8.7,5.4,3.9,3.5,3.6,2004,11,0.10000000000000053,0
2004-12-01,5.1,5.5,4.7,18.1,14.0,8.1,5.6,3.9,3.8,3.4,2004,12,-0.10000000000000053,0
2005-01-01,5.7,6.2,5.2,18.8,15.2,10.5,5.8,4.5,4.0,3.9,2005,1,0.6000000000000005,0
2005-02-01,5.8,6.3,5.2,20.4,16.8,10.7,5.6,4.6,4.0,3.9,2005,2,0.09999999999999964,0
2005-03-01,5.4,5.8,4.9,19.8,15.3,9.3,5.7,4.2,3.7,3.6,2005,3,-0.39999999999999947,0
2005-04-01,4.9,5.0,4.9,20.2,15.8,8.3,5.1,3.8,3.3,3.4,2005,4,-0.5,0
2005-05-01,4.9,4.8,5.0,21.5,16.3,9.0,4.7,3.6,3.3,3.0,2005,5,0.0,0
2005-06-01,5.2,5.0,5.5,23.4,16.2,9.1,5.2,3.7,3.3,3.1,2005,6,0.2999999999999998,0
2005-07-01,5.2,4.8,5.7,19.9,14.0,8.0,5.2,3.8,3.7,3.5,2005,7,0.0,0
2005-08-01,4.9,4.6,5.2,16.0,14.3,8.6,5.0,3.7,3.2,3.3,2005,8,-0.2999999999999998,0
2005-09-01,4.8,4.6,5.1,16.2,14.5,8.7,5.1,3.5,3.3,3.4,2005,9,-0.10000000000000053,0
2005-10-01,4.6,4.4,5.0,17.0,14.1,8.1,4.5,3.7,3.3,3.0,2005,10,-0.20000000000000018,0
2005-11-01,4.8,4.8,4.9,20.6,14.2,7.9,4.9,3.8,3.4,3.0,2005,11,0.20000000000000018,0
2005-12-01,4.6,4.8,4.4,15.1,11.8,7.8,4.9,3.7,3.4,3.1,2005,12,-0.20000000000000018,0
2006-01-01,5.1,5.3,4.9,15.7,15.3,9.1,5.2,4.1,3.6,3.5,2006,1,0.5,0
2006-02-01,5.1,5.5,4.7,17.8,14.8,9.1,5.6,3.9,3.6,3.1,2006,2,0.0,0
2006-03-01,4.8,5.1,4.5,19.0,13.8,7.8,5.2,4.1,3.4,2.8,2006,3,-0.2999999999999998,0
2006-04-01,4.5,4.6,4.4,15.7,13.4,7.7,4.8,3.7,3.2,2.9,2006,4,-0.2999999999999998,0
2006-05-01,4.4,4.5,4.3,16.2,13.3,8.3,4.5,3.2,3.1,2.8,2006,5,-0.09999999999999964,0
2006-06-01,4.8,4.6,5.0,22.3,15.5,8.2,4.6,3.3,3.0,3.0,2006,6,0.39999999999999947,0
2006-07-01,5.0,4.6,5.3,18.3,14.5,8.3,4.8,3.6,3.3,3.3,2006,7,0.20000000000000018,0
2006-08-01,4.6,4.4,5.0,16.8,13.8,8.1,4.3,3.8,3.2,2.9,2006,8,-0.40000000000000036,0
